Date,Total production [Wh],Total consumption [Wh],Own consumption [Wh] (consumption of own energy),Cost From Grid [c-kWh],Feed In Tarrif [c-kWh]
10-Sep-23,12064.8325,23572.8325,7420.8325,34.75,8.8
11-Sep-23,13627.1008,33370.1008,11518.1008,34.75,8.8
12-Sep-23,27284.7353,18638.7353,5424.7353,34.75,8.8
13-Sep-23,25269.5356,18191.5356,5962.5356,34.75,8.8
14-Sep-23,23079.9447,12615.9447,3971.9447,34.75,8.8
15-Sep-23,28320.9772,12597.9772,6376.9772,34.75,8.8
16-Sep-23,28524.9664,15071.9664,8067.9664,34.75,8.8
17-Sep-23,21083.2514,19319.2514,7705.2514,34.75,8.8
18-Sep-23,12688.6031,14097.6031,3435.6031,34.75,8.8
19-Sep-23,15968.8586,12279.8586,4050.8586,34.75,8.8
20-Sep-23,11506.2947,17932.2947,3669.2947,34.75,8.8
21-Sep-23,22704.7139,25790.7139,11121.7139,34.75,8.8
22-Sep-23,28858.5533,27610.5533,8704.5533,34.75,8.8
23-Sep-23,29056.5644,19680.5644,8543.5644,34.75,8.8
24-Sep-23,30812.9411,17019.9411,7242.9411,34.75,8.8
25-Sep-23,28459.9189,16664.9189,6791.9189,34.75,8.8
26-Sep-23,28851.4006,15558.4006,4542.4006,34.75,8.8
27-Sep-23,21684.9372,21649.9372,7495.9372,34.75,8.8
28-Sep-23,30920.5917,16726.5917,6689.5917,34.75,8.8
29-Sep-23,31272.8581,14478.8581,6091.8581,34.75,8.8
30-Sep-23,31416.4436,15751.4436,8994.4436,34.75,8.8
01-Oct-23,30909.7131,16937.7131,8714.7131,34.75,8.8
02-Oct-23,30186.1828,15004.1828,5795.1828,34.75,8.8
03-Oct-23,1602.6833,15087.6833,1560.6833,34.75,8.8
04-Oct-23,5816.5808,23181.5808,4604.5808,34.75,8.8
05-Oct-23,12074.5156,22299.5156,6718.5156,34.75,8.8
06-Oct-23,18099.1708,21931.1708,8280.1708,34.75,8.8
07-Oct-23,17939.4831,26255.4831,12205.4831,34.75,8.8
08-Oct-23,31330.1,21649.1,7657.1,34.75,8.8
09-Oct-23,30227.3836,18695.3836,7197.3836,34.75,8.8
10-Oct-23,32216.8378,16044.8378,6509.8378,34.75,8.8
11-Oct-23,34376.8022,17268.8022,7236.8022,34.75,8.8
12-Oct-23,10654.6528,19813.6528,4699.6528,34.75,8.8
13-Oct-23,12124.7981,21439.7981,6738.7981,34.75,8.8
14-Oct-23,20397.2156,22402.2156,11092.2156,34.75,8.8
15-Oct-23,15067.9864,21164.9864,7297.9864,34.75,8.8
16-Oct-23,24733.03,21973.03,6666.03,34.75,8.8
17-Oct-23,30309.2714,18467.2714,7933.2714,34.75,8.8
18-Oct-23,35930.1869,17064.1869,6298.1869,34.75,8.8
19-Oct-23,34780.7408,17586.7408,8671.7408,34.75,8.8
20-Oct-23,31894.9742,15176.9742,8795.9742,34.75,8.8
21-Oct-23,14798.0358,12370.0358,5654.0358,34.75,8.8
22-Oct-23,6247.7478,23211.7478,4333.7478,34.75,8.8
23-Oct-23,15081.9347,19855.9347,6815.9347,34.75,8.8
24-Oct-23,28512.5922,14995.5922,5823.5922,34.75,8.8
25-Oct-23,25039.4475,25730.4475,12002.4475,34.75,8.8
26-Oct-23,18921.1819,24386.1819,8862.1819,34.75,8.8
27-Oct-23,36616.5989,17393.5989,8744.5989,34.75,8.8
28-Oct-23,30254.8581,11825.8581,6909.8581,34.75,8.8
29-Oct-23,0,0,0,34.75,8.8
30-Oct-23,25123.9525,13822.9525,4731.9525,34.75,8.8
31-Oct-23,28261.9194,15693.9194,6247.9194,34.75,8.8
01-Nov-23,15252.9086,20666.9086,9363.9086,34.75,8.8
02-Nov-23,25553.4161,18711.4161,10066.4161,34.75,8.8
03-Nov-23,19791.4275,16897.4275,6691.4275,34.75,8.8
04-Nov-23,33028.2689,17606.2689,10148.2689,34.75,8.8
05-Nov-23,35089.5786,16070.5786,9704.5786,34.75,8.8
06-Nov-23,32974.0714,13073.0714,6060.0714,34.75,8.8
07-Nov-23,33937.7597,16032.7597,7482.7597,34.75,8.8
08-Nov-23,27796.7517,16551.7517,6192.7517,34.75,8.8
09-Nov-23,27570.9919,12809.9919,8092.9919,34.75,8.8
10-Nov-23,37929.1506,13745.1506,7710.1506,34.75,8.8
11-Nov-23,21915.82,15647.82,7520.82,34.75,8.8
12-Nov-23,32904.3453,14617.3453,7780.3453,34.75,8.8
13-Nov-23,39560.7428,16604.7428,8943.7428,34.75,8.8
14-Nov-23,13607.9453,17627.9453,6601.9453,34.75,8.8
15-Nov-23,38047.7122,16415.7122,8985.7122,34.75,8.8
16-Nov-23,26498.8403,12760.8403,7697.8403,34.75,8.8
17-Nov-23,22654.3831,12756.3831,5387.3831,34.75,8.8
18-Nov-23,39967.6894,11657.6894,7109.6894,34.75,8.8
19-Nov-23,35229.9025,14008.9025,8151.9025,34.75,8.8
20-Nov-23,17475.0389,11868.0389,4921.0389,34.75,8.8
21-Nov-23,18358.7678,12884.7678,5824.7678,34.75,8.8
22-Nov-23,38476.1822,13529.1822,7802.1822,34.75,8.8
23-Nov-23,34352.8711,12608.8711,8722.8711,34.75,8.8
24-Nov-23,18134.7358,12575.7358,3903.7358,34.75,8.8
25-Nov-23,26495.1744,12565.1744,7086.1744,34.75,8.8
26-Nov-23,19249.4781,11780.4781,6827.4781,34.75,8.8
27-Nov-23,15708.5808,10555.5808,6077.5808,34.75,8.8
28-Nov-23,27988.8633,12624.8633,7919.8633,34.75,8.8
29-Nov-23,8383.3661,11358.3661,3997.3661,34.75,8.8
30-Nov-23,14003.2461,14848.2461,7778.2461,34.75,8.8
01-Dec-23,24267.7844,23257.7844,14228.7844,34.75,8.8
02-Dec-23,8728.7117,12844.7117,4513.7117,34.75,8.8
03-Dec-23,34538.8542,11776.8542,7544.8542,34.75,8.8
04-Dec-23,36526.2283,11940.2283,7560.2283,34.75,8.8
05-Dec-23,25931.3767,13604.3767,7927.3767,34.75,8.8
06-Dec-23,39513.2003,11170.2003,6561.2003,34.75,8.8
07-Dec-23,33465.2992,10044.2992,6049.2992,34.75,8.8
08-Dec-23,21663.1331,13604.1331,5924.1331,34.75,8.8
09-Dec-23,5157.1856,12011.1856,3916.1856,34.75,8.8
10-Dec-23,9362.7831,16257.7831,6493.7831,34.75,8.8
11-Dec-23,9004.8753,13125.8753,5393.8753,34.75,8.8
12-Dec-23,35307.8119,17391.8119,8962.8119,34.75,8.8
13-Dec-23,21228.5258,21193.5258,8404.5258,34.75,8.8
14-Dec-23,21408.0322,11602.0322,7233.0322,34.75,8.8
15-Dec-23,33306.5936,14245.5936,9501.5936,34.75,8.8
16-Dec-23,23064.1814,14624.1814,8221.1814,34.75,8.8
17-Dec-23,40985.6419,14566.6419,9155.6419,34.75,8.8
18-Dec-23,13520.2789,9507.2789,5742.2789,34.75,8.8
19-Dec-23,12180.6958,14092.6958,5385.6958,34.75,8.8
20-Dec-23,38817.5081,16530.5081,8508.5081,34.75,8.8
21-Dec-23,36163.0983,12985.0983,8166.0983,34.75,8.8
22-Dec-23,39540.1975,5352.1975,3154.1975,34.75,8.8
23-Dec-23,40065.3469,4538.3469,3089.3469,34.75,8.8
24-Dec-23,33177.4792,4652.4792,2838.4792,34.75,8.8
25-Dec-23,7021.7997,3507.7997,1858.7997,34.75,8.8
26-Dec-23,21778.5053,3872.5053,2478.5053,34.75,8.8
27-Dec-23,28513.2169,4197.2169,2601.2169,34.75,8.8
28-Dec-23,24219.0353,4099.0353,2550.0353,34.75,8.8
29-Dec-23,40467.4825,6392.4825,3437.4825,34.75,8.8
30-Dec-23,27185.4583,11082.4583,7464.4583,34.75,8.8
31-Dec-23,40951.2519,15675.2519,10771.2519,34.75,8.8
01-Jan-24,38148.0097,14115.0097,7894.0097,34.75,8.8
02-Jan-24,20825.2775,11972.2775,5048.2775,34.75,8.8
03-Jan-24,23028.0228,17665.0228,8888.0228,34.75,8.8
04-Jan-24,27159.7019,15992.7019,9786.7019,34.75,8.8
05-Jan-24,33391.1442,15463.1442,10015.1442,34.75,8.8
06-Jan-24,29860.1906,16582.1906,8538.1906,34.75,8.8
07-Jan-24,8535.8742,13571.8742,4926.8742,34.75,8.8
08-Jan-24,3196.7639,11459.7639,3041.7639,34.75,8.8
09-Jan-24,28321.6233,13293.6233,8076.6233,34.75,8.8
10-Jan-24,35821.0797,14644.0797,9350.0797,34.75,8.8
11-Jan-24,40999.7683,11685.7683,6705.7683,34.75,8.8
12-Jan-24,35633.3417,15439.3417,9189.3417,34.75,8.8
13-Jan-24,13890.2281,11242.2281,5060.2281,34.75,8.8
14-Jan-24,37631.5664,21021.5664,12506.5664,34.75,8.8
15-Jan-24,31329.0558,13373.0558,6663.0558,34.75,8.8
16-Jan-24,35388.5453,16520.5453,8790.5453,34.75,8.8
17-Jan-24,14908.3922,13659.3922,6105.3922,34.75,8.8
18-Jan-24,25176.3942,12469.3942,6028.3942,34.75,8.8
19-Jan-24,15579.65,10713.65,4991.65,34.75,8.8
20-Jan-24,24129.0206,13030.0206,7682.0206,34.75,8.8
21-Jan-24,24452.1686,14396.1686,8349.1686,34.75,8.8
22-Jan-24,33830.2608,11653.2608,7610.2608,34.75,8.8
23-Jan-24,37786.3736,13269.3736,6320.3736,34.75,8.8
24-Jan-24,28418.0325,14829.0325,7256.0325,34.75,8.8
25-Jan-24,13278.9022,10623.9022,4147.9022,34.75,8.8
26-Jan-24,29371.6297,13579.6297,8342.6297,34.75,8.8
27-Jan-24,30874.3778,14337.3778,6591.3778,34.75,8.8
28-Jan-24,34105.2733,15719.2733,8380.2733,34.75,8.8
29-Jan-24,36974.1292,12733.1292,6621.1292,34.75,8.8
30-Jan-24,39347.3178,14948.3178,9064.3178,34.75,8.8
31-Jan-24,28732.1131,14384.1131,8658.1131,34.75,8.8
01-Feb-24,33464.2261,13263.2261,6956.2261,34.75,8.8
02-Feb-24,34143.1817,13502.1817,8036.1817,34.75,8.8
03-Feb-24,37559.1242,14973.1242,7832.1242,34.75,8.8
04-Feb-24,37183.3158,22972.3158,10757.3158,34.75,8.8
05-Feb-24,6654.1858,12401.1858,4420.1858,34.75,8.8
06-Feb-24,30282.8892,12240.8892,6464.8892,34.75,8.8
07-Feb-24,31656.4267,12349.4267,6696.4267,34.75,8.8
08-Feb-24,37848.5214,13901.5214,7664.5214,34.75,8.8
09-Feb-24,30214.6247,13884.6247,7778.6247,34.75,8.8
10-Feb-24,36865.0078,13624.0078,7065.0078,34.75,8.8
11-Feb-24,34202.2039,18784.2039,8286.2039,34.75,8.8
12-Feb-24,33919.4897,21509.4897,8501.4897,34.75,8.8
13-Feb-24,22883.0803,10712.0803,6659.0803,34.75,8.8
14-Feb-24,10925.3735,6036.627,3664.638,34.75,8.8
15-Feb-24,4798.1978,7443.1978,4798.1978,34.75,8.8
16-Feb-24,31368.565,12382.3332,5732.5103,34.75,8.8
17-Feb-24,29275.4011,14676.4011,8572.4011,34.75,8.8
18-Feb-24,34094.1594,16248.1594,7870.1594,34.75,8.8
19-Feb-24,34605.4664,10580.4664,4968.4664,34.75,8.8
20-Feb-24,29840.4669,14351.4669,8572.4669,34.75,8.8
21-Feb-24,30297.7636,15277.7636,7050.7636,34.75,8.8
22-Feb-24,27344.1572,18255.1572,8157.1572,34.75,8.8
23-Feb-24,18584.4725,12961.4725,6064.4725,34.75,8.8
24-Feb-24,32888.8908,13902.8908,8814.8908,34.75,8.8
25-Feb-24,28386.3067,15977.3067,8496.3067,34.75,8.8
26-Feb-24,29831.9019,14044.9019,6030.9019,34.75,8.8
27-Feb-24,34344.7469,11552.7469,5088.7469,34.75,8.8
28-Feb-24,16695.7458,14240.7458,6020.7458,34.75,8.8
29-Feb-24,23966.1392,15350.1392,6447.1392,34.75,8.8
01-Mar-24,31776.7167,10913.7167,6249.7167,34.75,8.8
02-Mar-24,25354.5961,13274.5961,7078.5961,34.75,8.8
03-Mar-24,18272.9292,16539.9292,8622.9292,34.75,8.8
04-Mar-24,34097.7508,10996.7508,4606.7508,34.75,8.8
05-Mar-24,32828.67,11362.67,5943.67,34.75,8.8
06-Mar-24,26295.4253,16028.4253,8193.4253,34.75,8.8
07-Mar-24,32999.4203,15930.4203,7222.4203,34.75,8.8
08-Mar-24,31256.0853,16144.0853,7410.0853,34.75,8.8
09-Mar-24,29776.2692,26720.2692,10936.2692,34.75,8.8
10-Mar-24,29644.4331,24829.4331,6991.4331,34.75,8.8
11-Mar-24,28407.2014,18095.2014,9630.2014,34.75,8.8
12-Mar-24,11670.9817,13928.9817,4879.9817,34.75,8.8
13-Mar-24,9131.3678,14068.3678,4161.3678,34.75,8.8
14-Mar-24,22133.6586,15467.6586,8276.6586,34.75,8.8
15-Mar-24,28864.0594,12804.0594,7403.0594,34.75,8.8
16-Mar-24,28530.3358,16090.3358,6313.3358,34.75,8.8
17-Mar-24,24610.3747,17015.3747,6755.3747,34.75,8.8
18-Mar-24,28305.78,13438.78,6079.78,34.75,8.8
19-Mar-24,12802.5578,17192.5578,5939.5578,34.75,8.8
20-Mar-24,24744.4708,12436.4708,5839.4708,34.75,8.8
21-Mar-24,30063.6592,12141.6592,5139.6592,34.75,8.8
22-Mar-24,28203.3594,10293.3594,3935.3594,34.75,8.8
23-Mar-24,19473.7583,12593.7583,5829.7583,34.75,8.8
24-Mar-24,23106.3539,14789.3539,8378.3539,34.75,8.8
25-Mar-24,27431.9842,10483.9842,4240.9842,34.75,8.8
26-Mar-24,23660.5536,16371.5536,7482.5536,34.75,8.8
27-Mar-24,16483.835,11387.835,4380.835,34.75,8.8
28-Mar-24,26061.5875,16066.5875,8309.5875,34.75,8.8
29-Mar-24,26962.6542,12528.6542,4111.6542,34.75,8.8
30-Mar-24,26154.9311,8910.9311,3806.9311,34.75,8.8
31-Mar-24,23895.6925,7407.6925,3447.6925,34.75,8.8
01-Apr-24,8639.7428,14206.7428,4081.7428,34.75,8.8
02-Apr-24,12963.6636,13231.6636,4860.6636,34.75,8.8
03-Apr-24,10664.9778,16216.9778,4958.9778,34.75,8.8
04-Apr-24,23924.7628,25987.7628,10081.7628,34.75,8.8
05-Apr-24,23388.9508,16957.9508,4343.9508,34.75,8.8
06-Apr-24,9467.2106,16538.2106,4989.2106,34.75,8.8
07-Apr-24,11151.7764,20177.7764,6407.7764,34.75,8.8
08-Apr-24,16424.5247,14687.5247,3368.5247,34.75,8.8
09-Apr-24,16747.3231,25307.3231,5615.3231,34.75,8.8
10-Apr-24,11143.135,29160.135,6715.135,34.75,8.8
11-Apr-24,12108.5858,30435.5858,7052.5858,34.75,8.8
12-Apr-24,9111.0481,29678.0481,5600.0481,34.75,8.8
13-Apr-24,12372.1147,18897.1147,3898.1147,34.75,8.8
14-Apr-24,17849.7753,23286.7753,9636.7753,34.75,8.8
15-Apr-24,19148.0231,19609.0231,4138.0231,34.75,8.8
16-Apr-24,11897.6817,23798.6817,4924.6817,34.75,8.8
17-Apr-24,15076.5914,23309.5914,8187.5914,34.75,8.8
18-Apr-24,9977.6103,23888.6103,5409.6103,34.75,8.8
19-Apr-24,15187.7214,26544.7214,5180.7214,34.75,8.8
20-Apr-24,13714.5044,29710.5044,7295.5044,34.75,8.8
21-Apr-24,16550.6189,27415.6189,6870.6189,34.75,8.8
22-Apr-24,21395.7844,27242.7844,8100.7844,34.75,8.8
23-Apr-24,19011.05,18686.05,2748.05,34.75,8.8
24-Apr-24,12811.0961,34942.0961,8411.0961,34.75,8.8
25-Apr-24,10135.8892,10778.8892,2338.8892,34.75,8.8
26-Apr-24,6382.6528,3236.6528,1269.6528,34.75,8.8
27-Apr-24,19926.7722,3725.7722,1867.7722,34.75,8.8
28-Apr-24,19836.3131,10019.3131,1759.3131,34.75,8.8
29-Apr-24,3943.2269,18343.2269,1236.2269,34.75,8.8
30-Apr-24,11411.1131,25537.1131,3736.1131,34.75,8.8
01-May-24,18892.1692,27965.1692,6468.1692,34.75,8.8
02-May-24,16756.0069,21603.0069,3666.0069,34.75,8.8
03-May-24,14878.1817,29446.1817,7438.1817,34.75,8.8
04-May-24,12208.6044,31521.6044,8851.6044,34.75,8.8
05-May-24,14968.0253,25356.0253,6054.0253,34.75,8.8
06-May-24,16687.1419,27163.1419,3850.1419,34.75,8.8
07-May-24,17973.0775,31967.0775,7077.0775,34.75,8.8
08-May-24,17058.4325,28050.4325,5924.4325,34.75,8.8
09-May-24,8744.2853,23032.2853,5357.2853,34.75,8.8
10-May-24,6818.4231,23037.4231,4628.4231,34.75,8.8
11-May-24,10028.5928,21726.5928,3983.5928,34.75,8.8
12-May-24,17696.7256,19897.7256,3627.7256,34.75,8.8
13-May-24,15894.5819,19107.5819,2865.5819,34.75,8.8
14-May-24,9369.6292,27249.6292,3857.6292,34.75,8.8
15-May-24,17296.86,33903.86,7343.86,34.75,8.8
16-May-24,16529.6903,24382.6903,2646.6903,34.75,8.8
17-May-24,5653.1264,30055.1264,4717.1264,34.75,8.8
18-May-24,16810.1164,25827.1164,8240.1164,34.75,8.8
19-May-24,4453.0558,41426.0558,4444.0558,34.75,8.8
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
